      100	2014-06-23 08:16:29	1	0	1	0
      331	2014-06-23 08:30:02	1	0	1	0
      332	2014-06-23 08:31:33	1	0	1	0
      100	2014-06-23 08:31:42	1	0	1	0
        5	2014-06-23 09:23:01	1	0	1	0
      326	2014-06-23 11:32:51	1	0	1	0
      345	2014-06-23 11:32:54	1	0	1	0
      328	2014-06-23 11:32:58	1	0	1	0
      303	2014-06-23 11:32:59	1	0	1	0
      344	2014-06-23 11:33:02	1	0	1	0
      313	2014-06-23 11:33:04	1	0	1	0
       17	2014-06-23 11:33:07	1	0	1	0
      351	2014-06-23 11:33:15	1	0	1	0
      329	2014-06-23 11:33:19	1	0	1	0
      319	2014-06-23 11:33:24	1	0	1	0
      315	2014-06-23 11:33:29	1	0	1	0
      350	2014-06-23 11:33:32	1	0	1	0
      324	2014-06-23 11:33:34	1	0	1	0
      320	2014-06-23 11:33:39	1	0	1	0
      318	2014-06-23 11:33:42	1	0	1	0
      340	2014-06-23 11:33:45	1	0	1	0
      307	2014-06-23 11:33:51	1	0	1	0
      301	2014-06-23 11:34:00	1	0	1	0
      341	2014-06-23 11:34:04	1	0	1	0
      308	2014-06-23 11:34:19	1	0	1	0
      302	2014-06-23 11:34:24	1	0	1	0
      352	2014-06-23 11:34:30	1	0	1	0
      334	2014-06-23 11:34:34	1	0	1	0
      343	2014-06-23 11:34:37	1	0	1	0
      339	2014-06-23 11:34:42	1	0	1	0
      342	2014-06-23 11:34:47	1	0	1	0
      331	2014-06-23 11:34:55	1	0	1	0
      338	2014-06-23 11:35:01	1	0	1	0
      336	2014-06-23 11:35:06	1	0	1	0
      349	2014-06-23 11:35:13	1	0	1	0
      346	2014-06-23 11:35:18	1	0	1	0
      348	2014-06-23 11:35:21	1	0	1	0
      347	2014-06-23 11:35:26	1	0	1	0
      337	2014-06-23 11:35:29	1	0	1	0
      332	2014-06-23 11:35:33	1	0	1	0
      300	2014-06-23 11:35:36	1	0	1	0
      100	2014-06-23 11:35:45	1	0	1	0
      330	2014-06-23 11:36:12	1	0	1	0
      333	2014-06-23 11:36:42	1	0	1	0
      321	2014-06-23 11:36:47	1	0	1	0
      322	2014-06-23 11:36:52	1	0	1	0
      305	2014-06-23 11:37:28	1	0	1	0
      306	2014-06-23 11:37:31	1	0	1	0
      326	2014-06-24 07:38:54	1	0	1	0
      328	2014-06-24 07:39:01	1	0	1	0
      329	2014-06-24 07:39:06	1	0	1	0
      318	2014-06-24 07:39:49	1	0	1	0
      306	2014-06-24 07:43:31	1	0	1	0
      344	2014-06-24 07:44:31	1	0	1	0
      302	2014-06-24 07:45:43	1	0	1	0
      301	2014-06-24 07:48:47	1	0	1	0
      315	2014-06-24 07:48:57	1	0	1	0
      319	2014-06-24 07:49:02	1	0	1	0
      100	2014-06-24 07:49:08	1	0	1	0
      340	2014-06-24 07:50:40	1	0	1	0
      331	2014-06-24 07:50:57	1	0	1	0
      333	2014-06-24 07:51:01	1	0	1	0
      332	2014-06-24 07:51:06	1	0	1	0
      330	2014-06-24 07:53:06	1	0	1	0
       33	2014-06-24 07:53:48	1	0	1	0
      307	2014-06-24 07:53:55	1	0	1	0
      308	2014-06-24 07:54:00	1	0	1	0
      339	2014-06-24 07:54:04	1	0	1	0
      313	2014-06-24 07:54:10	1	0	1	0
      347	2014-06-24 07:55:17	1	0	1	0
      346	2014-06-24 07:55:21	1	0	1	0
      334	2014-06-24 07:55:29	1	0	1	0
      348	2014-06-24 07:55:37	1	0	1	0
       17	2014-06-24 07:55:42	1	0	1	0
      337	2014-06-24 07:55:53	1	0	1	0
      336	2014-06-24 07:55:58	1	0	1	0
      338	2014-06-24 07:56:03	1	0	1	0
      349	2014-06-24 07:56:08	1	0	1	0
      300	2014-06-24 07:57:01	1	0	1	0
      345	2014-06-24 07:57:06	1	0	1	0
      324	2014-06-24 07:58:59	1	0	1	0
      341	2014-06-24 07:59:03	1	0	1	0
      321	2014-06-24 07:59:06	1	0	1	0
      305	2014-06-24 08:00:54	1	0	1	0
      342	2014-06-24 08:01:00	1	0	1	0
      303	2014-06-24 08:04:42	1	0	1	0
      320	2014-06-24 08:04:52	1	0	1	0
      343	2014-06-24 08:04:56	1	0	1	0
        5	2014-06-24 08:07:33	1	0	1	0
      352	2014-06-24 08:08:11	1	0	1	0
      322	2014-06-24 08:12:08	1	0	1	0
       58	2014-06-24 09:29:50	1	0	1	0
       17	2014-06-24 11:37:22	1	0	1	0
      331	2014-06-24 11:37:28	1	0	1	0
       33	2014-06-24 11:37:39	1	0	1	0
      315	2014-06-24 11:37:41	1	0	1	0
      340	2014-06-24 11:37:45	1	0	1	0
      345	2014-06-24 11:37:53	1	0	1	0
      302	2014-06-24 11:37:59	1	0	1	0
      307	2014-06-24 11:38:06	1	0	1	0
      303	2014-06-24 11:38:19	1	0	1	0
      300	2014-06-24 11:38:31	1	0	1	0
      313	2014-06-24 11:38:48	1	0	1	0
      318	2014-06-24 11:39:05	1	0	1	0
      320	2014-06-24 11:39:08	1	0	1	0
      319	2014-06-24 11:39:11	1	0	1	0
      352	2014-06-24 11:39:29	1	0	1	0
      341	2014-06-24 11:39:35	1	0	1	0
        5	2014-06-24 11:39:44	1	0	1	0
      333	2014-06-24 11:39:49	1	0	1	0
      343	2014-06-24 11:39:53	1	0	1	0
      329	2014-06-24 11:39:57	1	0	1	0
      339	2014-06-24 11:40:00	1	0	1	0
       58	2014-06-24 11:40:09	1	0	1	0
      330	2014-06-24 11:40:13	1	0	1	0
      332	2014-06-24 11:40:18	1	0	1	0
      308	2014-06-24 11:40:21	1	0	1	0
      334	2014-06-24 11:40:25	1	0	1	0
      342	2014-06-24 11:40:29	1	0	1	0
      348	2014-06-24 11:40:51	1	0	1	0
      347	2014-06-24 11:40:55	1	0	1	0
      346	2014-06-24 11:40:59	1	0	1	0
      321	2014-06-24 11:41:03	1	0	1	0
      322	2014-06-24 11:41:07	1	0	1	0
      324	2014-06-24 11:41:21	1	0	1	0
      337	2014-06-24 11:41:33	1	0	1	0
      336	2014-06-24 11:41:44	1	0	1	0
